GDS ID	Pubmed ID	MeSH Terms
GDS2918	17717129	Basic Helix-Loop-Helix Transcription Factors/blood ¥ Basic Helix-Loop-Helix Transcription Factors/genetics ¥ Carrier Proteins/blood ¥ Carrier Proteins/genetics ¥ Colorectal Neoplasms/diagnosis* ¥ Colorectal Neoplasms/surgery ¥ DEAD-box RNA Helicases/blood ¥ DEAD-box RNA Helicases/genetics ¥ Feasibility Studies ¥ Gene Expression Profiling* ¥ Genomics ¥ Humans ¥ Neoplasm Proteins/blood* ¥ Neoplasm Proteins/genetics ¥ Oligonucleotide Array Sequence Analysis ¥ RNA, Neoplasm/blood* ¥ Reverse Transcriptase Polymerase Chain Reaction ¥ Ribonucleoprotein, U2 Small Nuclear/blood ¥ Ribonucleoprotein, U2 Small Nuclear/genetics ¥ Tumor Markers, Biological/blood* ¥ Ubiquitin-Conjugating Enzymes/blood ¥ Ubiquitin-Conjugating Enzymes/genetics
GDS2920	17440010	Adolescent ¥ Adult ¥ Aging/physiology ¥ Androgens/pharmacology ¥ Androgens/therapeutic use* ¥ Biopsy ¥ Body Composition/drug effects ¥ Body Composition/physiology ¥ Cell Line ¥ Gene Expression Profiling* ¥ HIV Wasting Syndrome/drug therapy* ¥ HIV Wasting Syndrome/genetics* ¥ HIV Wasting Syndrome/physiopathology ¥ Humans ¥ Male ¥ Middle Aged ¥ Muscle, Skeletal/cytology ¥ Muscle, Skeletal/physiology ¥ Reverse Transcriptase Polymerase Chain Reaction ¥ Stem Cells/cytology ¥ Stem Cells/drug effects ¥ Stem Cells/physiology ¥ Testosterone/pharmacology ¥ Testosterone/therapeutic use* ¥ Transcription, Genetic/drug effects ¥ Transcription, Genetic/physiology ¥ Weight Loss/drug effects ¥ Weight Loss/physiology
GDS2921	17430890	Animals ¥ Cell Line, Tumor ¥ Chemokine CXCL1 ¥ Chemokines, CXC/biosynthesis ¥ Chemokines, CXC/genetics ¥ Chemokines, CXC/pharmacology ¥ Epidermal Growth Factor/biosynthesis ¥ Epidermal Growth Factor/genetics ¥ Epidermal Growth Factor/pharmacology ¥ Female ¥ Gene Expression Profiling ¥ Gene Expression Regulation, Developmental/drug effects ¥ Gene Expression Regulation, Developmental/physiology* ¥ Genome/physiology ¥ Glycoproteins/pharmacology ¥ Humans ¥ Immunohistochemistry ¥ Intercellular Signaling Peptides and Proteins/pharmacology ¥ Interleukin-11/biosynthesis ¥ Interleukin-11/genetics ¥ Interleukin-11/pharmacology ¥ Kidney/cytology ¥ Kidney/embryology* ¥ Organogenesis/drug effects ¥ Organogenesis/physiology* ¥ Pregnancy ¥ Proto-Oncogene Proteins c-jun/biosynthesis ¥ Proto-Oncogene Proteins c-jun/genetics ¥ Rats ¥ Rats, Sprague-Dawley ¥ Reverse Transcriptase Polymerase Chain Reaction ¥ Transcription Factors/biosynthesis ¥ Transcription Factors/genetics ¥ Transcription Factors/metabolism* ¥ WT1 Proteins/genetics ¥ WT1 Proteins/metabolism* ¥ Zinc Fingers/genetics
GDS2922	17502243	Aorta/metabolism* ¥ Aorta/pathology ¥ Aortic Aneurysm/metabolism* ¥ Aortic Aneurysm/pathology ¥ Aortic Valve/abnormalities* ¥ Biological Markers/metabolism ¥ Gene Expression ¥ Humans ¥ Middle Aged ¥ Osteopontin/genetics ¥ Osteopontin/metabolism* ¥ RNA, Messenger/metabolism ¥ Tenascin/genetics ¥ Tenascin/metabolism* ¥ Tissue Array Analysis
GDS2926	17309828	Apoptosis/genetics ¥ Cell Cycle/immunology ¥ Cell Differentiation/drug effects ¥ Cell Differentiation/genetics ¥ Cell Differentiation/immunology* ¥ Cell Line ¥ Cell Lineage/genetics ¥ Cells, Cultured ¥ Cluster Analysis ¥ Flow Cytometry/methods ¥ GTPase-Activating Proteins/immunology ¥ Gene Expression Profiling ¥ Genome* ¥ Humans ¥ Megakaryocytes/drug effects ¥ Megakaryocytes/immunology* ¥ Mitosis/immunology ¥ Oligonucleotide Array Sequence Analysis/methods ¥ Phenotype ¥ Receptors, G-Protein-Coupled/immunology ¥ Reverse Transcriptase Polymerase Chain Reaction/methods ¥ Signal Transduction/immunology ¥ Tetradecanoylphorbol Acetate/pharmacology ¥ Transcription, Genetic/genetics* ¥ Tumor Suppressor Protein p53/immunology
GDS2930	18566387	Adult ¥ Cells, Cultured ¥ Cytokines/biosynthesis ¥ Dinoprostone/biosynthesis ¥ Female ¥ Gene Expression Regulation/drug effects ¥ Gene Expression Regulation/radiation effects ¥ Humans ¥ Keratinocytes/drug effects* ¥ Keratinocytes/metabolism* ¥ Lipid Peroxidation/drug effects ¥ Male ¥ Middle Aged ¥ NF-kappa B/metabolism ¥ Transcription, Genetic/drug effects* ¥ Transcription, Genetic/genetics* ¥ Urocanic Acid/pharmacology*
GDS2931	17594488	Aged ¥ Arthritis, Rheumatoid/genetics* ¥ Arthritis, Rheumatoid/metabolism* ¥ Blotting, Western ¥ Female ¥ Fibroblasts/metabolism* ¥ Gene Expression ¥ Gene Expression Profiling ¥ Humans ¥ Immunohistochemistry ¥ Male ¥ Middle Aged ¥ Oligonucleotide Array Sequence Analysis ¥ RNA, Messenger/analysis ¥ Receptors, Transforming Growth Factor beta/metabolism ¥ Reverse Transcriptase Polymerase Chain Reaction ¥ Synovial Membrane/cytology* ¥ Synovial Membrane/metabolism ¥ Thrombospondin 1/metabolism ¥ Transforming Growth Factor beta1/metabolism* ¥ Up-Regulation
GDS2932	17425807	Cluster Analysis ¥ Gene Expression Profiling* ¥ Gene Expression Regulation, Neoplastic* ¥ Humans ¥ Integrins/antagonists & inhibitors ¥ Integrins/physiology ¥ Mitogen-Activated Protein Kinase Kinases/antagonists & inhibitors ¥ Mitogen-Activated Protein Kinase Kinases/physiology ¥ Neoplasms/genetics* ¥ Oligonucleotide Array Sequence Analysis ¥ Reverse Transcriptase Polymerase Chain Reaction ¥ Signal Transduction ¥ Transforming Growth Factor beta/metabolism* ¥ Tumor Cells, Cultured
GDS2933	17307939	Epithelial Cells/microbiology* ¥ Fusobacterium nucleatum/growth & development* ¥ Gene Expression Profiling* ¥ Gingiva/cytology ¥ Gingiva/microbiology* ¥ Humans ¥ Mitogen-Activated Protein Kinase Kinases/genetics ¥ Mitogen-Activated Protein Kinase Kinases/metabolism ¥ Molecular Sequence Data ¥ Oligonucleotide Array Sequence Analysis ¥ Proteins/genetics ¥ Proteins/metabolism ¥ Proteome ¥ Streptococcus/classification ¥ Streptococcus/growth & development* ¥ Transcription, Genetic*
GDS2935	17597826	Adult ¥ Biopsy ¥ Chemokine CCL19 ¥ Chemokines, CC/genetics ¥ Chemokines, CC/metabolism ¥ Cluster Analysis ¥ Dermatitis, Allergic Contact/genetics* ¥ Dermatitis, Allergic Contact/metabolism* ¥ Down-Regulation/genetics ¥ Female ¥ Gene Expression Profiling* ¥ Humans ¥ Middle Aged ¥ Multivariate Analysis ¥ Oligonucleotide Array Sequence Analysis ¥ Skin/metabolism* ¥ Skin/pathology ¥ Smad Proteins/genetics ¥ Smad Proteins/metabolism ¥ Transcription Factors/physiology ¥ Transforming Growth Factor beta/genetics ¥ Transforming Growth Factor beta/metabolism ¥ Up-Regulation/genetics
GDS2938	17640998	Antigens, CD95/metabolism ¥ Antigens, CD95/physiology ¥ Apoptosis/drug effects* ¥ Apoptosis/genetics ¥ BH3 Interacting Domain Death Agonist Protein/physiology ¥ Caspases/metabolism ¥ Cells, Cultured ¥ Enzyme Activation/physiology ¥ Gene Expression Profiling ¥ Gene Expression Regulation/drug effects ¥ Humans ¥ Interferon-gamma/pharmacology* ¥ Interleukin-1beta/pharmacology* ¥ Nitric Oxide Synthase Type II/physiology ¥ Oligonucleotide Array Sequence Analysis ¥ Signal Transduction/physiology ¥ Thyroid Gland/cytology ¥ Thyroid Gland/physiology* ¥ Transcription, Genetic/drug effects ¥ p38 Mitogen-Activated Protein Kinases/physiology
GDS2939	17640998	Antigens, CD95/metabolism ¥ Antigens, CD95/physiology ¥ Apoptosis/drug effects* ¥ Apoptosis/genetics ¥ BH3 Interacting Domain Death Agonist Protein/physiology ¥ Caspases/metabolism ¥ Cells, Cultured ¥ Enzyme Activation/physiology ¥ Gene Expression Profiling ¥ Gene Expression Regulation/drug effects ¥ Humans ¥ Interferon-gamma/pharmacology* ¥ Interleukin-1beta/pharmacology* ¥ Nitric Oxide Synthase Type II/physiology ¥ Oligonucleotide Array Sequence Analysis ¥ Signal Transduction/physiology ¥ Thyroid Gland/cytology ¥ Thyroid Gland/physiology* ¥ Transcription, Genetic/drug effects ¥ p38 Mitogen-Activated Protein Kinases/physiology
GDS2940	17434467	Dendritic Cells/cytology* ¥ Dendritic Cells/immunology ¥ Genomics* ¥ Humans ¥ Oligonucleotide Array Sequence Analysis ¥ Principal Component Analysis ¥ Signal Transduction ¥ Stem Cells/cytology* ¥ Stem Cells/immunology ¥ Transforming Growth Factor beta1/genetics* ¥ Transforming Growth Factor beta1/immunology ¥ Transforming Growth Factor beta1/metabolism
GDS2941	17950572	Adult ¥ Aged ¥ Alzheimer Disease/etiology ¥ Alzheimer Disease/genetics ¥ Amyloid beta-Protein Precursor/genetics ¥ Case-Control Studies ¥ Chromosomes, Human, Pair 21/genetics ¥ Databases, Genetic ¥ Down Syndrome/complications ¥ Down Syndrome/genetics* ¥ Female ¥ Fetus/metabolism ¥ Gene Expression Profiling ¥ Humans ¥ Male ¥ Middle Aged ¥ Oligonucleotide Array Sequence Analysis ¥ Polymerase Chain Reaction ¥ Prefrontal Cortex/metabolism* ¥ Protease Nexins ¥ Proteomics ¥ Receptors, Cell Surface/genetics ¥ Up-Regulation
GDS2947	18171984	Adenoma/genetics* ¥ Adenoma/pathology ¥ Aged ¥ Cell Transformation, Neoplastic/genetics ¥ Colorectal Neoplasms/genetics* ¥ Colorectal Neoplasms/pathology ¥ Female ¥ Gene Expression Profiling* ¥ Gene Expression Regulation, Neoplastic* ¥ Genetic Markers ¥ Humans ¥ Male ¥ Middle Aged ¥ Oligonucleotide Array Sequence Analysis ¥ Phylogeny ¥ RNA, Messenger/metabolism ¥ Transcription, Genetic ¥ Tumor Markers, Biological/genetics* ¥ Tumor Markers, Biological/metabolism
GDS2954	16497887	25-Hydroxyvitamin D3 1-alpha-Hydroxylase/genetics ¥ African Americans ¥ Antimicrobial Cationic Peptides/biosynthesis ¥ Antimicrobial Cationic Peptides/genetics* ¥ Antimicrobial Cationic Peptides/metabolism ¥ Calcitriol/blood ¥ Calcitriol/metabolism* ¥ Cathelicidins ¥ Colony Count, Microbial ¥ Dendritic Cells/microbiology ¥ Dendritic Cells/physiology ¥ Disease Susceptibility ¥ Humans ¥ Immunity, Innate* ¥ Macrophages/immunology ¥ Macrophages/microbiology ¥ Macrophages/physiology* ¥ Monocytes/microbiology ¥ Monocytes/physiology* ¥ Mycobacterium tuberculosis/growth & development* ¥ Oligonucleotide Array Sequence Analysis ¥ RNA, Messenger/genetics ¥ RNA, Messenger/metabolism ¥ Receptors, Calcitriol/genetics ¥ Steroid Hydroxylases/genetics ¥ Toll-Like Receptors/physiology* ¥ Tuberculosis/etiology ¥ Tuberculosis/immunology ¥ Up-Regulation
GDS2958	17560336	Animals ¥ Cell Transformation, Neoplastic* ¥ Enzyme Activation ¥ Feedback, Physiological ¥ Gene Expression Profiling* ¥ Genes, Tumor Suppressor* ¥ Humans ¥ JNK Mitogen-Activated Protein Kinases/metabolism ¥ Mice ¥ Mice, Knockout ¥ Mitogen-Activated Protein Kinase Kinases/metabolism ¥ PTEN Phosphohydrolase/genetics ¥ PTEN Phosphohydrolase/metabolism* ¥ Phosphatidylinositol 3-Kinases/metabolism ¥ Protein Tyrosine Phosphatases/metabolism ¥ Proto-Oncogene Proteins c-akt/metabolism ¥ Signal Transduction*
GDS2959	17761290	Antigens, CD86/genetics ¥ Antigens, CD86/metabolism ¥ Carrier Proteins/genetics ¥ Carrier Proteins/metabolism ¥ Gene Expression*/drug effects ¥ Granulocyte Colony-Stimulating Factor/pharmacology* ¥ Hematopoietic Stem Cells/drug effects ¥ Hematopoietic Stem Cells/physiology* ¥ Humans ¥ Immune System/drug effects ¥ Immune System/physiology* ¥ Immunity, Innate* ¥ Inflammation/immunology* ¥ Microarray Analysis ¥ Recombinant Proteins/genetics ¥ Recombinant Proteins/metabolism ¥ Up-Regulation
GDS2960	17850668	Cells, Cultured ¥ Fibroblasts/metabolism* ¥ Gene Expression Profiling* ¥ Gene Expression Regulation ¥ Genetic Variation ¥ Humans ¥ Marfan Syndrome/genetics* ¥ Models, Biological ¥ Oligonucleotide Array Sequence Analysis* ¥ Phenotype ¥ Skin/metabolism*
GDS2963	17726699	Cell Line, Tumor ¥ Drug Resistance, Multiple/genetics ¥ Drug Resistance, Neoplasm/genetics* ¥ Evolution, Molecular ¥ Female ¥ Gene Expression Profiling ¥ Gene Expression Regulation, Neoplastic* ¥ Gene Regulatory Networks ¥ Genomics ¥ Humans ¥ Multidrug Resistance-Associated Proteins/genetics* ¥ Ovarian Neoplasms/genetics* ¥ Ovarian Neoplasms/metabolism ¥ P-Glycoprotein/genetics ¥ P-Glycoprotein/metabolism ¥ Phenotype
GDS2966	18089832	Anticarcinogenic Agents/therapeutic use* ¥ Carcinoma ¥ Cell Cycle/drug effects ¥ Cell Division/drug effects ¥ Cell Line, Tumor ¥ Gene Expression Profiling ¥ Gene Expression Regulation, Neoplastic ¥ Humans ¥ Lung Neoplasms/genetics ¥ Lung Neoplasms/prevention & control ¥ Oligonucleotide Array Sequence Analysis* ¥ Stilbenes/therapeutic use* ¥ Tumor Suppressor Protein p53/drug effects ¥ Tumor Suppressor Protein p53/genetics
GDS2970	18413791	Alkylation ¥ Animals ¥ Base Sequence ¥ Blotting, Western ¥ Cell Cycle/drug effects ¥ Cell Proliferation/drug effects* ¥ Cell Survival/drug effects ¥ Chlorambucil/chemical synthesis ¥ Chlorambucil/chemistry ¥ Chlorambucil/therapeutic use* ¥ Female ¥ Histones/antagonists & inhibitors* ¥ Humans ¥ Imidazoles/chemistry ¥ Leukemia, Myelogenous, Chronic, BCR-ABL Positive/drug therapy* ¥ Mice ¥ Mice, Nude ¥ Molecular Sequence Data ¥ Nylons/chemical synthesis ¥ Nylons/chemistry ¥ Nylons/pharmacology* ¥ Pyrroles/chemistry ¥ RNA, Messenger/genetics ¥ RNA, Messenger/metabolism ¥ Reverse Transcriptase Polymerase Chain Reaction ¥ Tumor Cells, Cultured ¥ Xenograft Model Antitumor Assays
GDS2971	18240145	Animals ¥ Antineoplastic Agents/pharmacology* ¥ Apoptosis/drug effects ¥ Blotting, Western ¥ Cell Cycle/drug effects ¥ Cell Proliferation/drug effects ¥ Flow Cytometry ¥ Gene Expression Profiling ¥ Humans ¥ Male ¥ Mice ¥ Mice, Nude ¥ Neoplasms, Hormone-Dependent/drug therapy* ¥ Neoplasms, Hormone-Dependent/metabolism ¥ Neoplasms, Hormone-Dependent/pathology ¥ Oligonucleotide Array Sequence Analysis ¥ Oligopeptides/chemistry* ¥ Oligopeptides/pharmacology* ¥ Prostatic Neoplasms/drug therapy* ¥ Prostatic Neoplasms/metabolism ¥ Prostatic Neoplasms/pathology ¥ RNA, Messenger/genetics ¥ RNA, Messenger/metabolism ¥ Radiation-Sensitizing Agents/pharmacology ¥ Reverse Transcriptase Polymerase Chain Reaction ¥ Taxoids/pharmacology ¥ Tumor Cells, Cultured/drug effects ¥ Tumor Markers, Biological/genetics ¥ Tumor Markers, Biological/metabolism ¥ Xenograft Model Antitumor Assays
GDS2987	18832915	Amino Acid Sequence ¥ Cell Line ¥ Cells, Cultured ¥ Endothelial Cells/drug effects ¥ Endothelial Cells/enzymology ¥ Endothelial Cells/physiology ¥ Fibroblasts/cytology ¥ Fibroblasts/drug effects ¥ Fibroblasts/enzymology ¥ Fibroblasts/physiology ¥ Gene Expression Profiling ¥ Gene Expression Regulation/drug effects* ¥ Heptanoic Acids/pharmacology* ¥ Humans ¥ Microarray Analysis ¥ Muscle, Smooth/cytology ¥ Muscle, Smooth/drug effects ¥ Muscle, Smooth/enzymology ¥ Muscle, Smooth/physiology ¥ Polymerase Chain Reaction/methods ¥ Protein Kinase Inhibitors/pharmacology* ¥ Pyrroles/pharmacology* ¥ rho-Associated Kinases/antagonists & inhibitors*
GDS2988	17952766	Anti-Inflammatory Agents, Non-Steroidal/pharmacology* ¥ Apoptosis/drug effects ¥ Benzoic Acids/pharmacology* ¥ Bridged Compounds/pharmacology* ¥ Gene Expression Profiling ¥ Gene Expression Regulation/drug effects* ¥ Glucosides/pharmacology* ¥ HSP70 Heat-Shock Proteins/drug effects ¥ HSP70 Heat-Shock Proteins/genetics ¥ HSP70 Heat-Shock Proteins/metabolism* ¥ Humans ¥ Oligonucleotide Array Sequence Analysis ¥ U937 Cells ¥ Up-Regulation
GDS2990	17928820	Adolescent ¥ Adult ¥ Aromatase/metabolism* ¥ Aryl Hydrocarbon Hydroxylases/metabolism* ¥ Cytochrome P-450 CYP1A1/metabolism ¥ Cytochrome P-450 CYP1A2/metabolism ¥ Down-Regulation ¥ Female ¥ Gene Expression Regulation, Enzymologic ¥ Gonadal Steroid Hormones/metabolism* ¥ Humans ¥ Microarray Analysis* ¥ Placenta/metabolism* ¥ Pregnancy ¥ Pregnancy Complications/genetics ¥ Pregnancy Complications/metabolism* ¥ RNA, Messenger/isolation & purification ¥ RNA, Messenger/metabolism ¥ Reverse Transcriptase Polymerase Chain Reaction ¥ Smoking/metabolism* ¥ Up-Regulation
GDS3003	17919147	Animals ¥ Antigens, Dermatophagoides/immunology* ¥ Cell Line ¥ Cytokines/biosynthesis ¥ Cytokines/genetics* ¥ Cytokines/immunology ¥ Epithelial Cells/immunology* ¥ Epithelial Cells/metabolism* ¥ Gene Expression* ¥ Gene Regulatory Networks ¥ Humans ¥ Oligonucleotide Array Sequence Analysis ¥ Respiratory Mucosa/cytology ¥ Respiratory Mucosa/immunology* ¥ Respiratory Mucosa/metabolism ¥ Tumor Necrosis Factor-alpha/metabolism* ¥ Up-Regulation
GDS3004	17885648	Binding Sites ¥ Blotting, Western ¥ Calibration ¥ Cell Survival ¥ Computational Biology/methods* ¥ DNA/chemistry ¥ Epithelial Cells/cytology* ¥ Gene Expression Regulation* ¥ Heat-Shock Proteins/metabolism* ¥ Hot Temperature ¥ Humans ¥ Models, Biological ¥ Oligonucleotide Array Sequence Analysis ¥ Transcription Factors/metabolism ¥ Transcription, Genetic*
GDS3005	18498781	Binding Sites/genetics ¥ Cells, Cultured ¥ Gene Expression Profiling ¥ Gene Expression Regulation/drug effects ¥ Humans ¥ Interleukin-1/pharmacology* ¥ Interleukin-6/pharmacology* ¥ Macrophages/cytology ¥ Macrophages/drug effects* ¥ Macrophages/metabolism* ¥ Monocytes/cytology ¥ Monocytes/metabolism ¥ Multigene Family ¥ Oligonucleotide Array Sequence Analysis ¥ Promoter Regions, Genetic ¥ Reverse Transcriptase Polymerase Chain Reaction ¥ Transcription Factor RelA/metabolism ¥ Transcription Factors/metabolism
GDS3007	17881434	3' Untranslated Regions/genetics ¥ Basic-Leucine Zipper Transcription Factors/biosynthesis ¥ Basic-Leucine Zipper Transcription Factors/genetics ¥ Cell Line, Tumor/chemistry ¥ Cell Line, Tumor/virology ¥ Down-Regulation ¥ Fanconi Anemia Complementation Group Proteins/biosynthesis ¥ Fanconi Anemia Complementation Group Proteins/genetics ¥ Gene Expression ¥ Gene Expression Profiling ¥ Genes, Reporter ¥ Herpesvirus 8, Human/genetics* ¥ Humans ¥ Luciferases/biosynthesis ¥ Luciferases/genetics ¥ MicroRNAs/genetics* ¥ Oligonucleotide Array Sequence Analysis ¥ RNA, Viral/genetics* ¥ Sequence Homology, Nucleic Acid*
GDS3011	17941080	Apoptosis/drug effects ¥ Biological Markers/metabolism ¥ Blotting, Western ¥ Cell Movement/drug effects ¥ Cell Proliferation/drug effects* ¥ Cells, Cultured ¥ Epidermis/cytology ¥ Fluorescein-5-isothiocyanate ¥ Fluorescent Antibody Technique, Indirect ¥ Fluorescent Dyes ¥ Gene Expression Regulation/drug effects* ¥ Humans ¥ In Situ Hybridization ¥ In Situ Nick-End Labeling ¥ Interleukin-1/genetics ¥ Interleukin-1/metabolism ¥ Interleukin-1/pharmacology* ¥ Keratinocytes/drug effects* ¥ Keratinocytes/metabolism ¥ NF-kappa B/metabolism ¥ Oligonucleotide Array Sequence Analysis ¥ RNA, Complementary/genetics ¥ RNA, Complementary/isolation & purification ¥ RNA, Messenger/metabolism ¥ Recombinant Proteins/metabolism ¥ Recombinant Proteins/pharmacology ¥ Reverse Transcriptase Polymerase Chain Reaction ¥ Signal Transduction/drug effects ¥ Time Factors ¥ Transcription, Genetic/drug effects* ¥ beta-Defensins/metabolism
GDS3012	17145863	Animals ¥ Azacitidine/analogs & derivatives ¥ Azacitidine/pharmacology ¥ Blotting, Western ¥ Cell Line, Tumor ¥ Cell Proliferation ¥ Cells, Cultured ¥ CpG Islands/genetics ¥ DNA Methylation ¥ Epigenesis, Genetic/genetics* ¥ Gene Expression Regulation, Neoplastic/drug effects ¥ Gene Silencing* ¥ Genetic Predisposition to Disease/genetics ¥ Homeodomain Proteins/genetics ¥ Homeodomain Proteins/metabolism ¥ Humans ¥ Intracellular Signaling Peptides and Proteins/genetics ¥ Intracellular Signaling Peptides and Proteins/metabolism ¥ Male ¥ Melanoma/genetics ¥ Melanoma/metabolism ¥ Melanoma/pathology* ¥ Melanoma, Experimental/genetics ¥ Melanoma, Experimental/pathology ¥ Mice ¥ Mice, Nude ¥ Protein-Tyrosine Kinases/genetics ¥ Protein-Tyrosine Kinases/metabolism ¥ RNA, Messenger/genetics ¥ RNA, Messenger/metabolism ¥ Reverse Transcriptase Polymerase Chain Reaction ¥ Transfection ¥ Transplantation, Heterologous ¥ Tumor Suppressor Proteins/genetics* ¥ Tumor Suppressor Proteins/metabolism
GDS3017	17582213	Antineoplastic Agents/pharmacology ¥ Biopsy ¥ Carcinoma, Squamous Cell/drug therapy* ¥ Carcinoma, Squamous Cell/metabolism ¥ Carcinoma, Squamous Cell/pathology* ¥ Carcinoma, Squamous Cell/radiotherapy* ¥ Cell Death ¥ Cisplatin/pharmacology* ¥ Combined Modality Therapy ¥ Female ¥ Gene Expression Regulation, Neoplastic* ¥ Humans ¥ Immunohistochemistry/methods ¥ Oligonucleotide Array Sequence Analysis ¥ Polymorphism, Single-Stranded Conformational ¥ Signal Transduction* ¥ Treatment Outcome ¥ Uterine Cervical Neoplasms/drug therapy* ¥ Uterine Cervical Neoplasms/metabolism ¥ Uterine Cervical Neoplasms/pathology* ¥ Uterine Cervical Neoplasms/radiotherapy*
